"","page_id","NAME","ID","ALIGN","EYE","HAIR","SEX","LGBTQ","ALIVE","APPEARANCES","MONTH_FA","YEAR_FA","UNIVERSE"
"21023",129655,"Curtis Eisenmann (New Earth)",NA,"Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",3,"November",1991,"DC"
"21024",253417,"David Shelby (New Earth)","Public Identity",NA,NA,NA,NA,FALSE,"Living Characters",3,"December",1991,"DC"
"21025",257811,"Hyanthis (New Earth)","Public Identity",NA,"Blue Eyes","Red Hair","Female Characters",FALSE,"Living Characters",3,"April",1991,"DC"
"21026",129363,"Natalia Spirin (New Earth)",NA,"Bad Characters","Blue Eyes","Black Hair","Female Characters",FALSE,"Living Characters",3,"June",1991,"DC"
"21027",209143,"Shen Chi (New Earth)","Public Identity","Bad Characters",NA,"Black Hair","Male Characters",FALSE,"Living Characters",3,"January",1991,"DC"
"21028",14333,"Shivering Jemmy (New Earth)",NA,"Bad Characters","Red Eyes","Blond Hair","Female Characters",FALSE,"Living Characters",3,"May",1991,"DC"
"21029",358506,"Susano-o-no-Mikoto (New Earth)",NA,NA,NA,"Black Hair","Male Characters",FALSE,"Living Characters",3,"May",1991,"DC"
"21030",37560,"Tooley Wilson (New Earth)","Public Identity","Good Characters","Brown Eyes","Black Hair","Male Characters",FALSE,"Living Characters",3,"March",1991,"DC"
"21031",1804,"Yalan Gur (New Earth)",NA,"Bad Characters",NA,NA,"Male Characters",FALSE,"Deceased Characters",3,"December",1991,"DC"
"21032",148152,"Alan Markham (New Earth)","Public Identity","Neutral Characters",NA,"Black Hair","Male Characters",FALSE,"Living Characters",3,"May",1990,"DC"
"21033",161132,"Alloroc (New Earth)","Public Identity","Good Characters","Brown Eyes","White Hair","Male Characters",FALSE,"Living Characters",3,"March",1990,"DC"
"21034",1552,"Benjamin Harrison Hayes (New Earth)",NA,"Good Characters",NA,NA,"Male Characters",FALSE,"Living Characters",3,"August",1990,"DC"
"21035",181993,"Eight of Spades I (New Earth)",NA,"Neutral Characters",NA,"Blond Hair","Female Characters",FALSE,"Living Characters",3,"July",1990,"DC"
"21036",161140,"Fiona (New Earth)","Public Identity","Good Characters","Blue Eyes",NA,"Female Characters",FALSE,"Living Characters",3,"May",1990,"DC"
"21037",181989,"Four of Spades I (New Earth)",NA,"Neutral Characters",NA,"Black Hair","Female Characters",FALSE,"Living Characters",3,"July",1990,"DC"
"21038",115747,"Haumond (New Earth)","Public Identity","Good Characters","Blue Eyes","Black Hair","Male Characters",FALSE,"Deceased Characters",3,"July",1990,"DC"
"21039",115455,"Honsu (New Earth)","Public Identity","Bad Characters","Blue Eyes","Black Hair","Male Characters",FALSE,"Living Characters",3,"July",1990,"DC"
"21040",228380,"Loma (New Earth)","Public Identity","Good Characters","Brown Eyes","Brown Hair","Female Characters",FALSE,"Deceased Characters",3,"March",1990,"DC"
"21041",309398,"Lorelei (New Earth)","Public Identity","Bad Characters","Brown Eyes","Brown Hair","Female Characters",FALSE,"Living Characters",3,"July",1990,"DC"
"21042",181994,"Nine of Spades I (New Earth)",NA,"Neutral Characters",NA,"Black Hair","Male Characters",FALSE,"Living Characters",3,"July",1990,"DC"
"21043",116113,"Overman (Animal Man)",NA,"Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",3,"May",1990,"DC"
"21044",148229,"Plasmax (New Earth)","Secret Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",3,"December",1990,"DC"
"21045",309397,"Prince Kraken (New Earth)","Public Identity","Bad Characters","Blue Eyes","Black Hair","Male Characters",FALSE,"Living Characters",3,"July",1990,"DC"
"21046",238359,"Richard Grant (New Earth)",NA,NA,NA,"Brown Hair","Male Characters",FALSE,"Living Characters",3,"April",1990,"DC"
"21047",238357,"Serina Grant (New Earth)",NA,NA,"Blue Eyes","White Hair","Female Characters",FALSE,"Living Characters",3,"April",1990,"DC"
"21048",181992,"Seven of Spades I (New Earth)",NA,"Neutral Characters",NA,"Black Hair","Male Characters",FALSE,"Living Characters",3,"July",1990,"DC"
"21049",301710,"Simon Petrarch (New Earth)","Secret Identity","Bad Characters","Blue Eyes","Black Hair","Male Characters",FALSE,"Living Characters",3,"October",1990,"DC"
"21050",181991,"Six of Spades I (New Earth)",NA,"Neutral Characters",NA,"Black Hair","Male Characters",FALSE,"Living Characters",3,"July",1990,"DC"
"21051",282838,"Squagga (New Earth)",NA,"Good Characters",NA,NA,"Male Characters",FALSE,"Deceased Characters",3,"April",1990,"DC"
"21052",127435,"Thomas Jarred (New Earth)",NA,"Bad Characters",NA,NA,"Male Characters",FALSE,"Deceased Characters",3,"February",1990,"DC"
"21053",181988,"Three of Spades I (New Earth)",NA,"Neutral Characters",NA,"Red Hair","Male Characters",FALSE,"Living Characters",3,"July",1990,"DC"
"21054",181987,"Two of Spades I (New Earth)",NA,"Neutral Characters",NA,"Black Hair","Male Characters",FALSE,"Living Characters",3,"July",1990,"DC"
"21055",353044,"Albert Tyler (New Earth)","Public Identity","Good Characters","Blue Eyes","White Hair","Male Characters",FALSE,"Living Characters",3,"January",1989,"DC"
"21056",344851,"Anahid (New Earth)",NA,"Good Characters","Brown Eyes","Brown Hair","Female Characters",FALSE,"Deceased Characters",3,"April",1989,"DC"
"21057",344881,"Clio (New Earth)",NA,"Good Characters",NA,"Brown Hair","Female Characters",FALSE,"Living Characters",3,"December",1989,"DC"
"21058",263718,"Concord (New Earth)","Public Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",3,"November",1989,"DC"
"21059",8214,"Delia Ryan (New Earth)","Public Identity","Neutral Characters","Blue Eyes","Blond Hair","Female Characters",FALSE,"Living Characters",3,"May",1989,"DC"
"21060",118768,"Eloise Longacre (New Earth)",NA,"Good Characters",NA,"Black Hair","Female Characters",FALSE,"Living Characters",3,"July",1989,"DC"
"21061",112344,"Ernesto Lopez (New Earth)","Public Identity","Good Characters","Brown Eyes","Brown Hair","Male Characters",FALSE,"Living Characters",3,"#VALUE!",1989,"DC"
"21062",66545,"Frederick Steddy (New Earth)",NA,"Bad Characters",NA,"White Hair","Male Characters",FALSE,"Living Characters",3,"November",1989,"DC"
"21063",66544,"Jonas Sloe (New Earth)",NA,"Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",3,"November",1989,"DC"
"21064",103651,"Kanis-Biz (New Earth)","Public Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Deceased Characters",3,"June",1989,"DC"
"21065",312517,"Lentra (New Earth)","Public Identity","Good Characters","Black Eyes",NA,"Female Characters",FALSE,"Deceased Characters",3,"May",1989,"DC"
"21066",286914,"Lurgo (New Earth)","Secret Identity","Bad Characters","Black Eyes","Black Hair","Male Characters",FALSE,"Living Characters",3,"February",1989,"DC"
"21067",47101,"Morris Burgess Brocklesby (New Earth)","Public Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Deceased Characters",3,"January",1989,"DC"
"21068",343948,"Niobe (New Earth)",NA,"Good Characters",NA,"Black Hair","Female Characters",FALSE,"Living Characters",3,"December",1989,"DC"
"21069",353049,"Roger Richter (New Earth)","Public Identity","Good Characters","Brown Eyes","Brown Hair","Male Characters",FALSE,"Living Characters",3,"January",1989,"DC"
"21070",153914,"Ashley Mavis Powell (New Earth)",NA,"Bad Characters","Brown Eyes","Black Hair","Female Characters",FALSE,"Living Characters",3,"November",1988,"DC"
"21071",153853,"Eiji Hasegawa (New Earth)",NA,"Bad Characters","Brown Eyes","Black Hair","Male Characters",FALSE,"Deceased Characters",3,"September",1988,"DC"
"21072",199936,"Elizabeth Joyce (New Earth)","Public Identity","Neutral Characters","Brown Eyes","Red Hair","Female Characters",FALSE,"Living Characters",3,"June",1988,"DC"
"21073",383155,"Eric Forrester (New Earth)",NA,"Bad Characters","Blue Eyes","Black Hair","Male Characters",FALSE,"Deceased Characters",3,"October",1988,"DC"
"21074",152623,"Force (New Earth)","Secret Identity","Bad Characters","Blue Eyes","Blond Hair","Male Characters",FALSE,"Living Characters",3,"June",1988,"DC"
"21075",213457,"Gunther Steiner (New Earth)","Public Identity","Good Characters",NA,NA,"Male Characters",FALSE,"Living Characters",3,"January",1988,"DC"
"21076",199935,"Harlan Brooks (New Earth)","Public Identity","Neutral Characters",NA,NA,"Male Characters",FALSE,"Living Characters",3,"June",1988,"DC"
"21077",153901,"Howard Baxter-Foote (New Earth)",NA,"Neutral Characters","Blue Eyes","Blond Hair","Male Characters",FALSE,"Living Characters",3,"July",1988,"DC"
"21078",82318,"Jeannie Kerr (New Earth)","Public Identity","Good Characters","Blue Eyes","Blond Hair","Female Characters",FALSE,"Deceased Characters",3,"#VALUE!",1988,"DC"
"21079",348741,"Kevin Mayer (New Earth)","Public Identity","Good Characters","Brown Eyes","Black Hair","Male Characters",TRUE,"Living Characters",3,"#VALUE!",1988,"DC"
"21080",129036,"Lawrence Eden (New Earth)","Public Identity","Bad Characters","Blue Eyes","Black Hair","Male Characters",FALSE,"Deceased Characters",3,"June",1988,"DC"
"21081",119930,"Mitchell Sekofsky (New Earth)",NA,"Good Characters",NA,"Red Hair","Male Characters",TRUE,"Living Characters",3,"November",1988,"DC"
"21082",34499,"Norfulthing (New Earth)",NA,NA,NA,NA,NA,FALSE,"Living Characters",3,"November",1988,"DC"
"21083",135690,"Roger Dayton (New Earth)",NA,"Good Characters",NA,"Brown Hair","Male Characters",FALSE,"Living Characters",3,"December",1988,"DC"
"21084",5380,"Seyg-El (New Earth)","Public Identity","Neutral Characters","Blue Eyes",NA,"Male Characters",FALSE,"Living Characters",3,"February",1988,"DC"
"21085",193231,"Shadowblade (New Earth)",NA,"Bad Characters",NA,"Brown Hair","Male Characters",FALSE,"Deceased Characters",3,"November",1988,"DC"
"21086",374789,"Amber (New Earth)","Secret Identity","Good Characters","Gold Eyes","Red Hair","Female Characters",FALSE,"Living Characters",3,"December",1987,"DC"
"21087",204223,"Broderick (New Earth)","Public Identity","Bad Characters","Blue Eyes","Red Hair","Male Characters",FALSE,"Living Characters",3,"March",1987,"DC"
"21088",373970,"Donal (New Earth)","Public Identity","Good Characters","Blue Eyes","Blond Hair","Male Characters",FALSE,"Deceased Characters",3,"November",1987,"DC"
"21089",20881,"Eos (New Earth)","Public Identity","Good Characters","Blue Eyes","White Hair","Female Characters",FALSE,"Living Characters",3,"November",1987,"DC"
"21090",162424,"Fay Gunn (New Earth)",NA,"Bad Characters","Blue Eyes","White Hair","Female Characters",FALSE,"Living Characters",3,"June",1987,"DC"
"21091",131516,"Hfuhruhurr (New Earth)",NA,"Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",3,"#VALUE!",1987,"DC"
"21092",206263,"Rita Librado (New Earth)","Public Identity",NA,"Brown Eyes","Brown Hair","Female Characters",FALSE,"Living Characters",3,"August",1987,"DC"
"21093",193620,"Spectrumonster (New Earth)",NA,"Bad Characters",NA,"Black Hair","Male Characters",FALSE,"Living Characters",3,"July",1987,"DC"
"21094",234708,"Theodora Twidgett (New Earth)","Public Identity","Neutral Characters",NA,"Red Hair","Female Characters",FALSE,"Living Characters",3,"October",1987,"DC"
"21095",248380,"TO-T-U-K (New Earth)","Public Identity","Good Characters",NA,NA,"Male Characters",FALSE,"Deceased Characters",3,"#VALUE!",1987,"DC"
"21096",311782,"Vara (New Earth)","Public Identity","Good Characters","Blue Eyes","Black Hair","Female Characters",FALSE,"Living Characters",3,"December",1987,"DC"
"21097",144460,"Wissen (New Earth)",NA,"Good Characters",NA,"White Hair","Male Characters",FALSE,"Living Characters",3,"#VALUE!",1987,"DC"
"21098",156530,"Zebra-Man II (New Earth)","Secret Identity","Bad Characters","Black Eyes","Black Hair","Male Characters",FALSE,"Living Characters",3,"July",1987,"DC"
"21099",210004,"Zoya Trigorin (New Earth)","Public Identity",NA,"Green Eyes",NA,"Female Characters",FALSE,"Deceased Characters",3,"September",1987,"DC"
"21100",161529,"Adolf Hitler Clone (New Earth)","Secret Identity","Bad Characters",NA,"Black Hair","Male Characters",FALSE,"Deceased Characters",3,"June",1986,"DC"
"21101",8352,"Eochaid Bres (New Earth)","Public Identity","Bad Characters",NA,"Green Hair","Female Characters",FALSE,"Living Characters",3,"February",1986,"DC"
"21102",290771,"Jonah (New Earth)","Secret Identity","Bad Characters",NA,"Blond Hair","Male Characters",FALSE,"Deceased Characters",3,"April",1986,"DC"
"21103",213342,"Juan Montez (New Earth)",NA,NA,NA,NA,"Male Characters",FALSE,"Living Characters",3,"September",1986,"DC"
"21104",3632,"Macro-Man (New Earth)",NA,"Bad Characters",NA,NA,"Male Characters",FALSE,"Deceased Characters",3,"November",1986,"DC"
"21105",147171,"Pietr Brenovich (New Earth)","Public Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",3,"December",1986,"DC"
"21106",151666,"T:D:H:D (New Earth)","Public Identity","Bad Characters",NA,NA,NA,FALSE,"Living Characters",3,"#VALUE!",1986,"DC"
"21107",273148,"Blackjack McCullough (New Earth)","Public Identity","Bad Characters","Blue Eyes","Brown Hair","Male Characters",FALSE,"Deceased Characters",3,"September",1985,"DC"
"21108",116740,"Leezle Pon (New Earth)","Public Identity","Good Characters",NA,NA,NA,FALSE,"Living Characters",3,"May",1985,"DC"
"21109",144150,"Nacht (New Earth)","Secret Identity","Bad Characters","Blue Eyes","Black Hair","Female Characters",FALSE,"Living Characters",3,"April",1985,"DC"
"21110",113514,"Zyklon (New Earth)","Secret Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",3,"May",1985,"DC"
"21111",127051,"Death Dealer (New Earth)","Secret Identity","Bad Characters",NA,"Red Hair","Male Characters",FALSE,"Deceased Characters",3,"August",1984,"DC"
"21112",399376,"Elmira Cassiday (New Earth)",NA,"Good Characters",NA,"White Hair","Female Characters",FALSE,"Living Characters",3,"January",1984,"DC"
"21113",212862,"Frederick Cantrell (New Earth)",NA,NA,NA,NA,"Male Characters",FALSE,"Living Characters",3,"March",1984,"DC"
"21114",187326,"Incognito (New Earth)","Secret Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",3,"November",1984,"DC"
"21115",117248,"Joel Cochin (New Earth)","Secret Identity","Bad Characters","Brown Eyes","Brown Hair","Male Characters",FALSE,"Living Characters",3,"March",1984,"DC"
"21116",212929,"Julian Hayden (New Earth)",NA,NA,NA,"Brown Hair","Male Characters",FALSE,"Living Characters",3,"July",1984,"DC"
"21117",212938,"Myrna Hayden (New Earth)",NA,NA,NA,NA,"Female Characters",FALSE,"Living Characters",3,"July",1984,"DC"
"21118",159944,"Pinball Wizard (Earth-One)","Secret Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",3,"October",1984,"DC"
"21119",192318,"Proteus (New Earth)","Secret Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Deceased Characters",3,"October",1984,"DC"
"21120",193966,"Stratos (New Earth)","Secret Identity","Bad Characters","Blue Eyes","Blond Hair","Male Characters",FALSE,"Living Characters",3,"November",1984,"DC"
"21121",145151,"Yron (New Earth)","Public Identity","Good Characters",NA,NA,"Male Characters",FALSE,"Deceased Characters",3,"November",1984,"DC"
"21122",225543,"Avir (New Earth)","Public Identity","Good Characters","Black Eyes","White Hair","Female Characters",FALSE,"Deceased Characters",3,"April",1983,"DC"
"21123",139003,"Brin (New Earth)","Public Identity","Good Characters","Blue Eyes","White Hair","Male Characters",FALSE,"Deceased Characters",3,"August",1983,"DC"
"21124",351689,"Caellich (New Earth)","Public Identity","Neutral Characters","Red Eyes",NA,"Male Characters",FALSE,"Deceased Characters",3,"September",1983,"DC"
"21125",351688,"Deraegis (New Earth)","Public Identity","Bad Characters","Red Eyes",NA,"Male Characters",FALSE,"Deceased Characters",3,"September",1983,"DC"
"21126",185861,"Executrix (Earth-One)",NA,"Bad Characters","Brown Eyes","Brown Hair","Female Characters",FALSE,"Living Characters",3,"February",1983,"DC"
"21127",4250,"Leroy Merkyn (New Earth)","Secret Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Deceased Characters",3,"July",1983,"DC"
"21128",139098,"T-Cher (New Earth)",NA,"Good Characters",NA,NA,"Male Characters",FALSE,"Living Characters",3,"August",1983,"DC"
"21129",351687,"Taren (New Earth)","Public Identity","Good Characters","Red Eyes","Red Hair","Male Characters",FALSE,"Deceased Characters",3,"September",1983,"DC"
"21130",194109,"Titaness (New Earth)",NA,"Bad Characters",NA,"Red Hair","Female Characters",FALSE,"Living Characters",3,"October",1983,"DC"
"21131",193617,"Violet Harper (New Earth)",NA,"Bad Characters","Blue Eyes","Blond Hair","Female Characters",FALSE,"Living Characters",3,"August",1983,"DC"
"21132",141929,"Jonathan Kelsey (Earth-One)",NA,"Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",3,"July",1982,"DC"
"21133",190782,"Mole (New Earth)",NA,"Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",3,"August",1982,"DC"
"21134",128587,"Renard Traquer (Earth-One)","Public Identity","Bad Characters","Blue Eyes","Black Hair","Male Characters",FALSE,"Living Characters",3,"January",1982,"DC"
"21135",43067,"Tahr (New Earth)",NA,"Good Characters","Black Eyes","White Hair","Male Characters",FALSE,"Living Characters",3,"September",1982,"DC"
"21136",3046,"Vanessa Tremont (New Earth)",NA,"Neutral Characters","Blue Eyes","Strawberry Blond Hair","Female Characters",FALSE,"Living Characters",3,"June",1982,"DC"
"21137",128792,"Ward Gilbert (New Earth)",NA,"Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",3,"September",1982,"DC"
"21138",11726,"Antonio Ramirez (Earth-One)","Secret Identity","Good Characters",NA,"Black Hair","Male Characters",FALSE,"Living Characters",3,"October",1981,"DC"
"21139",144518,"Skyrd (New Earth)",NA,"Good Characters","Red Eyes",NA,"Male Characters",FALSE,"Living Characters",3,"May",1981,"DC"
"21140",139036,"Spak-Drom (New Earth)","Public Identity","Good Characters",NA,NA,"Male Characters",FALSE,"Deceased Characters",3,"May",1981,"DC"
"21141",353950,"Ahura-Mazda (New Earth)",NA,"Good Characters","Gold Eyes","Gold Hair","Male Characters",FALSE,"Deceased Characters",3,"February",1980,"DC"
"21142",129517,"Anton Allegro (New Earth)",NA,"Bad Characters",NA,"Red Hair","Male Characters",FALSE,"Living Characters",3,"February",1979,"DC"
"21143",281719,"Edward Cantwell (New Earth)",NA,"Bad Characters",NA,"Red Hair","Male Characters",FALSE,"Deceased Characters",3,"November",1979,"DC"
"21144",22075,"Helen Jordan (New Earth)",NA,"Good Characters","Blue Eyes","Black Hair","Female Characters",FALSE,"Living Characters",3,"October",1978,"DC"
"21145",194338,"Ayrn (New Earth)",NA,"Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",3,"August",1977,"DC"
"21146",128597,"Benjamin Stryker (New Earth)",NA,"Bad Characters",NA,NA,"Male Characters",FALSE,"Deceased Characters",3,"May",1977,"DC"
"21147",61868,"Sizematic (New Earth)","Secret Identity","Bad Characters","Black Eyes",NA,"Male Characters",FALSE,"Living Characters",3,"April",1977,"DC"
"21148",183225,"Ace of Spades I (New Earth)","Secret Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",3,"February",1976,"DC"
"21149",126706,"Ruth Monroe (New Earth)",NA,"Good Characters",NA,"Red Hair","Female Characters",FALSE,"Living Characters",3,"July",1976,"DC"
"21150",151603,"Bananas (New Earth)","Secret Identity","Good Characters",NA,"Black Hair","Male Characters",FALSE,"Living Characters",3,"September",1975,"DC"
"21151",151604,"Good Looks (New Earth)","Secret Identity","Good Characters",NA,"Brown Hair","Male Characters",FALSE,"Living Characters",3,"September",1975,"DC"
"21152",10594,"Hetepkheti Tefnakhte (New Earth)",NA,"Bad Characters","Red Eyes",NA,"Male Characters",FALSE,"Living Characters",3,"December",1975,"DC"
"21153",151605,"Krunch (New Earth)","Secret Identity","Good Characters",NA,"Red Hair","Male Characters",FALSE,"Living Characters",3,"September",1975,"DC"
"21154",10202,"Liza Warner (New Earth)","Public Identity","Good Characters","Blue Eyes","Blond Hair","Female Characters",FALSE,"Living Characters",3,"July",1975,"DC"
"21155",151606,"Non-Fat (New Earth)","Secret Identity","Good Characters",NA,NA,"Male Characters",FALSE,"Living Characters",3,"September",1975,"DC"
"21156",255668,"Jeb Turnbull (New Earth)",NA,"Neutral Characters",NA,NA,"Male Characters",FALSE,"Living Characters",3,"August",1974,"DC"
"21157",283466,"Ulysses Grant (New Earth)","Public Identity","Good Characters",NA,"Brown Hair","Male Characters",FALSE,"Living Characters",3,"August",1974,"DC"
"21158",159028,"Dancer (New Earth)",NA,"Bad Characters",NA,"Black Hair","Male Characters",FALSE,"Living Characters",3,"March",1973,"DC"
"21159",341942,"Auralie (New Earth)",NA,NA,NA,"Brown Hair","Female Characters",FALSE,"Deceased Characters",3,"August",1972,"DC"
"21160",283759,"Head (New Earth)","Public Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",3,"October",1972,"DC"
"21161",65116,"Brola (New Earth)",NA,"Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",3,"May",1971,"DC"
"21162",237760,"Kurin (New Earth)",NA,"Bad Characters",NA,NA,"Male Characters",FALSE,"Deceased Characters",3,"May",1971,"DC"
"21163",138310,"Starker (New Earth)",NA,"Good Characters",NA,NA,"Male Characters",FALSE,"Living Characters",3,"June",1970,"DC"
"21164",305745,"John Deleon (New Earth)","Public Identity","Bad Characters",NA,"Black Hair","Male Characters",FALSE,"Deceased Characters",3,"November",1969,"DC"
"21165",176798,"Angel Devlin (New Earth)","Public Identity","Bad Characters",NA,"Black Hair","Male Characters",FALSE,"Living Characters",3,"April",1968,"DC"
"21166",395316,"Denise de Sevigne (New Earth)",NA,"Good Characters",NA,"Brown Hair","Female Characters",FALSE,"Living Characters",3,"September",1968,"DC"
"21167",129364,"Lee Carver (New Earth)","Secret Identity","Bad Characters",NA,"Brown Hair","Male Characters",FALSE,"Living Characters",3,"April",1968,"DC"
"21168",270873,"Byron Williams (New Earth)","Public Identity","Good Characters","Blue Eyes","Brown Hair","Male Characters",FALSE,"Living Characters",3,"June",1967,"DC"
"21169",304467,"Chogar (New Earth)",NA,"Good Characters",NA,NA,NA,FALSE,"Deceased Characters",3,"September",1967,"DC"
"21170",145153,"Davo Yull (New Earth)",NA,"Good Characters",NA,"Black Hair","Male Characters",FALSE,"Deceased Characters",3,"January",1967,"DC"
"21171",303131,"Djuba (New Earth)","Public Identity","Good Characters",NA,NA,"Male Characters",FALSE,"Deceased Characters",3,"February",1967,"DC"
"21172",270878,"Gilbert Jeffries (New Earth)","Public Identity","Good Characters","Blue Eyes","Black Hair","Male Characters",FALSE,"Living Characters",3,"June",1967,"DC"
"21173",270887,"Philip Folger (New Earth)","Public Identity","Good Characters","Blue Eyes","Blond Hair","Male Characters",FALSE,"Living Characters",3,"June",1967,"DC"
"21174",199066,"Cernunnos (New Earth)","Public Identity","Bad Characters","Blue Eyes","Black Hair","Male Characters",FALSE,"Deceased Characters",3,"November",1966,"DC"
"21175",6292,"Ding-Dong Daddy (New Earth)","Secret Identity","Bad Characters","Black Eyes","Black Hair","Male Characters",FALSE,"Living Characters",3,"June",1966,"DC"
"21176",139259,"Doctor Drew (New Earth)","Secret Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",3,"November",1966,"DC"
"21177",127414,"Edward Whit (New Earth)",NA,"Bad Characters",NA,"Red Hair","Male Characters",FALSE,"Living Characters",3,"October",1966,"DC"
"21178",40528,"Shaggy Man II (New Earth)","Secret Identity","Bad Characters","Red Eyes","Brown Hair","Male Characters",FALSE,"Living Characters",3,"June",1966,"DC"
"21179",180274,"Ki-Nilg (New Earth)",NA,"Good Characters",NA,"White Hair","Male Characters",FALSE,"Deceased Characters",3,"October",1965,"DC"
"21180",143061,"David Hand (New Earth)",NA,"Good Characters",NA,NA,"Male Characters",FALSE,"Living Characters",3,"June",1964,"DC"
"21181",39328,"Frederick Storm (New Earth)","Secret Identity","Bad Characters","Black Eyes","Black Hair","Male Characters",FALSE,"Living Characters",3,"December",1964,"DC"
"21182",143060,"Joseph Hand (New Earth)",NA,"Good Characters",NA,NA,"Male Characters",FALSE,"Living Characters",3,"June",1964,"DC"
"21183",345544,"Proteus, God of Changes (New Earth)",NA,"Neutral Characters",NA,NA,"Male Characters",FALSE,"Living Characters",3,"October",1964,"DC"
"21184",117801,"Tag-A-Long Thomas (New Earth)",NA,"Good Characters",NA,"Blond Hair","Male Characters",FALSE,"Living Characters",3,"November",1961,"DC"
"21185",117796,"Wee Willie (New Earth)",NA,"Good Characters",NA,NA,"Male Characters",FALSE,"Living Characters",3,"October",1961,"DC"
"21186",301700,"Bulldozer Nichols (New Earth)","Public Identity","Good Characters","Blue Eyes","Blond Hair","Male Characters",FALSE,"Living Characters",3,"June",1960,"DC"
"21187",288930,"Brave Bow (New Earth)","Public Identity","Good Characters","Brown Eyes","Grey Hair","Male Characters",FALSE,"Living Characters",3,"July",1959,"DC"
"21188",116703,"Albrecht Raines (New Earth)","Secret Identity","Bad Characters",NA,"Brown Hair","Male Characters",FALSE,"Living Characters",3,"March",1958,"DC"
"21189",128549,"Montgomery Moran (New Earth)",NA,"Bad Characters",NA,"White Hair","Male Characters",FALSE,"Living Characters",3,"September",1958,"DC"
"21190",128203,"Roy Pinto (New Earth)",NA,"Bad Characters",NA,"Blond Hair","Male Characters",FALSE,"Living Characters",3,"November",1958,"DC"
"21191",3634,"Mazdan (Earth-One)",NA,NA,NA,NA,"Male Characters",FALSE,"Living Characters",3,"October",1956,"DC"
"21192",325851,"Agatha Wayne (New Earth)",NA,"Good Characters",NA,"White Hair","Female Characters",FALSE,"Living Characters",3,"February",1955,"DC"
"21193",86488,"Emery Zackro (New Earth)","Public Identity","Good Characters",NA,"White Hair","Male Characters",FALSE,"Living Characters",3,"June",1951,"DC"
"21194",206674,"Fred Kincaid (New Earth)",NA,NA,NA,"Brown Hair","Male Characters",FALSE,"Living Characters",3,"December",1949,"DC"
"21195",206033,"Lorelei I (New Earth)",NA,"Bad Characters",NA,NA,"Female Characters",FALSE,"Living Characters",3,"February",1948,"DC"
"21196",230430,"Brane (New Earth)","Public Identity","Good Characters","Blue Eyes","Black Hair","Male Characters",FALSE,"Living Characters",3,"December",1944,"DC"
"21197",240058,"Richard (New Earth)","Public Identity","Good Characters","Blue Eyes","Black Hair","Male Characters",FALSE,"Living Characters",3,"December",1944,"DC"
"21198",177075,"Roy Harper, Sr. (New Earth)",NA,"Good Characters",NA,"Blond Hair","Male Characters",FALSE,"Deceased Characters",3,"March",1943,"DC"
"21199",156747,"Yellow Wasp (New Earth)","Secret Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Deceased Characters",3,"August",1943,"DC"
"21200",296475,"Benito Mussolini (New Earth)","Public Identity","Bad Characters",NA,"Black Hair","Male Characters",FALSE,"Living Characters",3,"September",1942,"DC"
"21201",261293,"Henry Claridge (New Earth)",NA,"Neutral Characters",NA,"Brown Hair","Male Characters",FALSE,"Deceased Characters",3,"June",1940,"DC"
"21202",257725,"Trygg (New Earth)",NA,"Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",3,"June",1940,"DC"
"21203",20160,"Adam (New Earth)",NA,"Neutral Characters",NA,"Black Hair","Male Characters",FALSE,"Living Characters",3,"#VALUE!",NA,"DC"
"21204",14895,"Osiris, God of the Dead (New Earth)",NA,"Good Characters",NA,NA,"Male Characters",FALSE,"Living Characters",3,"#VALUE!",NA,"DC"
"21205",381852,"Noose (New Earth)",NA,"Bad Characters",NA,"Blond Hair","Male Characters",FALSE,"Deceased Characters",3,"#VALUE!",NA,"DC"
"21206",50857,"Peter Silverstone (New Earth)","Secret Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",3,"#VALUE!",NA,"DC"
